Vtg,Vds,I
-0.2,0.575,0.4642441919
-0.2,0.55,0.4639833087
-0.2,0.525,0.4636000266
-0.2,0.5,0.4630373371
-0.2,0.475,0.4622121584
-0.2,0.45,0.461003959
-0.2,0.425,0.4592372691
-0.2,0.4,0.456665115
-0.2,0.375,0.4528932793
-0.2,0.35,0.4475660099
-0.2,0.325,0.4398943249
-0.2,0.3,0.4290576059
-0.2,0.275,0.4139658794
-0.2,0.25,0.3933129506
-0.2,0.225,0.3656434575
-0.2,0.2,0.3295378514
-0.2,0.175,0.2840432573
-0.2,0.15,0.2295278317
-0.2,0.125,0.1689428976
-0.2,0.1,0.1087369299
-0.2,0.075,0.0577421017
-0.2,0.05,0.0230741363
-0.2,0.025,0.0056228716
-0.2,0,0
-0.2,-0.025,-0.0006156638
-0.2,-0.05,-0.0002585447
-0.2,-0.075,-5.792265375E-005
-0.2,-0.1,-8.021546815E-006
-0.2,-0.125,-7.10591378E-007
-0.2,-0.15,-4.056481E-008
-0.2,-0.175,-1.4896E-009
-0.2,-0.2,-3.52E-011
-0.2,-0.225,-4E-013
-0.2,-0.25,0
-0.25,1,0.4115056818
-0.25,0.975,0.4115053399
-0.25,0.95,0.4115048369
-0.25,0.925,0.4115040975
-0.25,0.9,0.4115030082
-0.25,0.875,0.4115014053
-0.25,0.85,0.4114990475
-0.25,0.825,0.4114955776
-0.25,0.8,0.4114904713
-0.25,0.775,0.411482958
-0.25,0.75,0.4114719034
-0.25,0.725,0.4114556356
-0.25,0.7,0.4114317005
-0.25,0.675,0.4113964837
-0.25,0.65,0.4113446706
-0.25,0.625,0.411268449
-0.25,0.6,0.4111563324
-0.25,0.575,0.4109914482
-0.25,0.55,0.4107490303
-0.25,0.525,0.4103927617
-0.25,0.5,0.4098694896
-0.25,0.475,0.4091015988
-0.25,0.45,0.4079761737
-0.25,0.425,0.4063292143
-0.25,0.4,0.4039249247
-0.25,0.375,0.4004310263
-0.25,0.35,0.3953801771
-0.25,0.325,0.3881326144
-0.25,0.3,0.3778390244
-0.25,0.275,0.3634199921
-0.25,0.25,0.343588968
-0.25,0.225,0.3169649071
-0.25,0.2,0.2823498798
-0.25,0.175,0.2392748163
-0.25,0.15,0.1888697359
-0.25,0.125,0.1348207531
-0.25,0.1,0.0835641508
-0.25,0.075,0.0424550264
-0.25,0.05,0.016152932
-0.25,0.025,0.0037350798
-0.25,0,0
-0.25,-0.025,-0.000366428
-0.25,-0.05,-0.0001455651
-0.25,-0.075,-3.0857823258E-005
-0.25,-0.1,-4.045705646E-006
-0.25,-0.125,-3.3950434E-007
-0.25,-0.15,-1.8371218E-008
-0.25,-0.175,-6.40001E-010
-0.25,-0.2,-1.44E-011
-0.25,-0.225,-4E-013
-0.25,-0.25,0
-0.3,1,0.3454714009
-0.3,0.975,0.3454710877
-0.3,0.95,0.3454706269
-0.3,0.925,0.3454699498
-0.3,0.9,0.345468952
-0.3,0.875,0.3454674836
-0.3,0.85,0.3454653239
-0.3,0.825,0.3454621444
-0.3,0.8,0.345457468
-0.3,0.775,0.3454505846
-0.3,0.75,0.3454404577
-0.3,0.725,0.3454255549
-0.3,0.7,0.3454036288
-0.3,0.675,0.345371366
-0.3,0.65,0.3453239006
-0.3,0.625,0.3452540714
-0.3,0.6,0.3451513533
-0.3,0.575,0.3450002856
-0.3,0.55,0.3447781643
-0.3,0.525,0.3444516909
-0.3,0.5,0.3439721011
-0.3,0.475,0.3432681661
-0.3,0.45,0.3422361493
-0.3,0.425,0.3407257692
-0.3,0.4,0.3385191341
-0.3,0.375,0.3353090133
-0.3,0.35,0.3306644522
-0.3,0.325,0.3239933803
-0.3,0.3,0.314511043
-0.3,0.275,0.3012284244
-0.3,0.25,0.2829949098
-0.3,0.225,0.2586488374
-0.3,0.2,0.2273469069
-0.3,0.175,0.189129132
-0.3,0.15,0.1456608757
-0.3,0.125,0.1007907738
-0.3,0.1,0.0601694227
-0.3,0.075,0.0292869066
-0.3,0.05,0.0106288609
-0.3,0.025,0.0023374961
-0.3,0,0
-0.3,-0.025,-0.0002065315
-0.3,-0.05,-7.7813274979E-005
-0.3,-0.075,-1.5647146292E-005
-0.3,-0.1,-1.94672135E-006
-0.3,-0.125,-1.55096217E-007
-0.3,-0.15,-0.000000008
-0.3,-0.175,-2.64001E-010
-0.3,-0.2,-5.6E-012
-0.3,-0.225,0
-0.3,-0.25,0
-0.35,1,0.2676119926
-0.35,0.975,0.2676117251
-0.35,0.95,0.2676113316
-0.35,0.925,0.2676107524
-0.35,0.9,0.2676099015
-0.35,0.875,0.2676086475
-0.35,0.85,0.2676068022
-0.35,0.825,0.2676040881
-0.35,0.8,0.2676000937
-0.35,0.775,0.2675942155
-0.35,0.75,0.2675855666
-0.35,0.725,0.2675728405
-0.35,0.7,0.2675541147
-0.35,0.675,0.2675265629
-0.35,0.65,0.2674860273
-0.35,0.625,0.2674263933
-0.35,0.6,0.2673386751
-0.35,0.575,0.2672096658
-0.35,0.55,0.2670199828
-0.35,0.525,0.2667411936
-0.35,0.5,0.2663316699
-0.35,0.475,0.2657306054
-0.35,0.45,0.2648494765
-0.35,0.425,0.2635600853
-0.35,0.4,0.2616781745
-0.35,0.375,0.2589388266
-0.35,0.35,0.2549783302
-0.35,0.325,0.2492962871
-0.35,0.3,0.2412349743
-0.35,0.275,0.2299790788
-0.35,0.25,0.214611358
-0.35,0.225,0.1942736778
-0.35,0.2,0.16848679
-0.35,0.175,0.1376403178
-0.35,0.15,0.1035373546
-0.35,0.125,0.0695550501
-0.35,0.1,0.0400905108
-0.35,0.075,0.0187487138
-0.35,0.05,0.0065124468
-0.35,0.025,0.0013670454
-0.35,0,0
-0.35,-0.025,-0.0001095624
-0.35,-0.05,-3.9280334141E-005
-0.35,-0.075,-7.515930718E-006
-0.35,-0.1,-8.89906904E-007
-0.35,-0.125,-6.749107E-008
-0.35,-0.15,-3.303252E-009
-0.35,-0.175,-1.04002E-010
-0.35,-0.2,-2E-012
-0.35,-0.225,0
-0.35,-0.25,0
-0.4,1,0.1856030771
-0.4,0.975,0.1856028757
-0.4,0.95,0.1856025793
-0.4,0.925,0.1856021432
-0.4,0.9,0.1856015015
-0.4,0.875,0.1856005571
-0.4,0.85,0.1855991688
-0.4,0.825,0.185597124
-0.4,0.8,0.1855941164
-0.4,0.775,0.1855896901
-0.4,0.75,0.1855831766
-0.4,0.725,0.1855735941
-0.4,0.7,0.1855594929
-0.4,0.675,0.1855387461
-0.4,0.65,0.1855082219
-0.4,0.625,0.1854633167
-0.4,0.6,0.1853972645
-0.4,0.575,0.185300125
-0.4,0.55,0.1851573034
-0.4,0.525,0.1849474026
-0.4,0.5,0.1846390983
-0.4,0.475,0.1841866534
-0.4,0.45,0.1835235191
-0.4,0.425,0.1825533981
-0.4,0.4,0.1811380604
-0.4,0.375,0.1790804824
-0.4,0.35,0.1761063039
-0.4,0.325,0.171846214
-0.4,0.3,0.1658165731
-0.4,0.275,0.1574276794
-0.4,0.25,0.1460370818
-0.4,0.225,0.131087689
-0.4,0.2,0.112374874
-0.4,0.175,0.0903540045
-0.4,0.15,0.0665780582
-0.4,0.125,0.043597668
-0.4,0.1,0.0243702341
-0.4,0.075,0.0110033568
-0.4,0.05,0.0036765442
-0.4,0.025,0.0007403273
-0.4,0,0
-0.4,-0.025,-5.4325115467E-005
-0.4,-0.05,-1.8611456629E-005
-0.4,-0.075,-3.401597013E-006
-0.4,-0.1,-3.84645468E-007
-0.4,-0.125,-2.7858158E-008
-0.4,-0.15,-1.302082E-009
-0.4,-0.175,-3.9202E-011
-0.4,-0.2,-8E-013
-0.4,-0.225,0
-0.4,-0.25,0
-0.45,1,0.1120059118
-0.45,0.975,0.1120057835
-0.45,0.95,0.1120055948
-0.45,0.925,0.112005317
-0.45,0.9,0.1120049083
-0.45,0.875,0.1120043069
-0.45,0.85,0.1120034219
-0.45,0.825,0.1120021207
-0.45,0.8,0.1120002045
-0.45,0.775,0.1119973858
-0.45,0.75,0.1119932377
-0.45,0.725,0.1119871347
-0.45,0.7,0.1119781539
-0.45,0.675,0.1119649412
-0.45,0.65,0.1119455023
-0.45,0.625,0.1119169047
-0.45,0.6,0.1118748402
-0.45,0.575,0.1118129779
-0.45,0.55,0.1117220275
-0.45,0.525,0.1115883649
-0.45,0.5,0.1113920524
-0.45,0.475,0.1110998711
-0.45,0.45,0.1106777308
-0.45,0.425,0.1100602798
-0.45,0.4,0.1091597034
-0.45,0.375,0.1078516013
-0.45,0.35,0.1059613974
-0.45,0.325,0.1032558908
-0.45,0.3,0.0994325476
-0.45,0.275,0.0941255111
-0.45,0.25,0.0869448258
-0.45,0.225,0.0775710078
-0.45,0.2,0.0659245393
-0.45,0.175,0.0523921312
-0.45,0.15,0.0380086816
-0.45,0.125,0.0243996647
-0.45,0.1,0.0133116104
-0.45,0.075,0.0058416044
-0.45,0.05,0.0018901638
-0.45,0.025,0.0003674929
-0.45,0,0
-0.45,-0.025,-2.4982564561E-005
-0.45,-0.05,-0.000008221
-0.45,-0.075,-0.000001442
-0.45,-0.1,-1.56378871E-007
-0.45,-0.125,-1.0857127E-008
-0.45,-0.15,-4.86122E-010
-0.45,-0.175,-1.4004E-011
-0.45,-0.2,-4E-013
-0.45,-0.225,0
-0.45,-0.25,0
-0.5,1,0.0574013286
-0.5,0.975,0.0574012614
-0.5,0.95,0.0574011631
-0.5,0.925,0.0574010176
-0.5,0.9,0.0574008033
-0.5,0.875,0.0574004881
-0.5,0.85,0.0574000243
-0.5,0.825,0.0573993418
-0.5,0.8,0.0573983382
-0.5,0.775,0.0573968604
-0.5,0.75,0.0573946865
-0.5,0.725,0.0573914881
-0.5,0.7,0.0573867815
-0.5,0.675,0.0573798559
-0.5,0.65,0.057369668
-0.5,0.625,0.0573546797
-0.5,0.6,0.0573326331
-0.5,0.575,0.0573002112
-0.5,0.55,0.0572525433
-0.5,0.525,0.05718249
-0.5,0.5,0.0570796011
-0.5,0.475,0.0569286213
-0.5,0.45,0.056707362
-0.5,0.425,0.0563837348
-0.5,0.4,0.0559117145
-0.5,0.375,0.055226103
-0.5,0.35,0.0542362159
-0.5,0.325,0.052818155
-0.5,0.3,0.050814904
-0.5,0.275,0.0480356732
-0.5,0.25,0.0442785693
-0.5,0.225,0.0393819003
-0.5,0.2,0.0333155446
-0.5,0.175,0.0263010748
-0.5,0.15,0.0189027774
-0.5,0.125,0.0119821274
-0.5,0.1,0.0064310855
-0.5,0.075,0.0027658754
-0.5,0.05,0.0008739067
-0.5,0.025,0.0001653696
-0.5,0,0
-0.5,-0.025,-0.000010566
-0.5,-0.05,-3.360643286E-006
-0.5,-0.075,-5.68874706E-007
-0.5,-0.1,-5.9467008E-008
-0.5,-0.125,-0.000000004
-0.5,-0.15,-1.71371E-010
-0.5,-0.175,-4.805E-012
-0.5,-0.2,0
-0.5,-0.225,0
-0.5,-0.25,0
-0.55,1,0.0245391081
-0.55,0.975,0.0245390796
-0.55,0.95,0.0245390376
-0.55,0.925,0.0245389757
-0.55,0.9,0.0245388848
-0.55,0.875,0.0245387509
-0.55,0.85,0.0245385539
-0.55,0.825,0.024538264
-0.55,0.8,0.0245378375
-0.55,0.775,0.0245372102
-0.55,0.75,0.024536287
-0.55,0.725,0.0245349284
-0.55,0.7,0.0245329292
-0.55,0.675,0.0245299883
-0.55,0.65,0.024525661
-0.55,0.625,0.0245192952
-0.55,0.6,0.0245099314
-0.55,0.575,0.0244961606
-0.55,0.55,0.0244759126
-0.55,0.525,0.0244461565
-0.55,0.5,0.0244024511
-0.55,0.475,0.024338312
-0.55,0.45,0.0242443065
-0.55,0.425,0.0241067851
-0.55,0.4,0.0239061565
-0.55,0.375,0.0236146399
-0.55,0.35,0.0231935517
-0.55,0.325,0.0225902061
-0.55,0.3,0.0217365064
-0.55,0.275,0.020550734
-0.55,0.25,0.0189452438
-0.55,0.225,0.0168488642
-0.55,0.2,0.0142465705
-0.55,0.175,0.0112326022
-0.55,0.15,0.0080517456
-0.55,0.125,0.005080175
-0.55,0.1,0.0027066982
-0.55,0.075,0.0011518653
-0.55,0.05,0.0003588543
-0.55,0.025,0.000066722
-0.55,0,0
-0.55,-0.025,-4.076101707E-006
-0.55,-0.05,-1.26244636E-006
-0.55,-0.075,-2.07622884E-007
-0.55,-0.1,-0.000000021
-0.55,-0.125,-1.362202E-009
-0.55,-0.15,-5.6625E-011
-0.55,-0.175,-1.606E-012
-0.55,-0.2,0
-0.55,-0.225,0
-0.55,-0.25,0
-0.6,1,0.0086757875
-0.6,0.975,0.0086757778
-0.6,0.95,0.0086757634
-0.6,0.925,0.0086757422
-0.6,0.9,0.008675711
-0.6,0.875,0.0086756651
-0.6,0.85,0.0086755976
-0.6,0.825,0.0086754983
-0.6,0.8,0.0086753521
-0.6,0.775,0.0086751372
-0.6,0.75,0.0086748207
-0.6,0.725,0.0086743552
-0.6,0.7,0.0086736703
-0.6,0.675,0.0086726622
-0.6,0.65,0.0086711794
-0.6,0.625,0.0086689979
-0.6,0.6,0.008665789
-0.6,0.575,0.0086610695
-0.6,0.55,0.0086541303
-0.6,0.525,0.0086439316
-0.6,0.5,0.0086289496
-0.6,0.475,0.0086069609
-0.6,0.45,0.0085747266
-0.6,0.425,0.0085275568
-0.6,0.4,0.0084587115
-0.6,0.375,0.0083586149
-0.6,0.35,0.0082138949
-0.6,0.325,0.0080063666
-0.6,0.3,0.0077120579
-0.6,0.275,0.0073021506
-0.6,0.25,0.006745223
-0.6,0.225,0.0060146116
-0.6,0.2,0.005102264
-0.6,0.175,0.004037988
-0.6,0.15,0.0029058219
-0.6,0.125,0.0018396233
-0.6,0.1,0.0009821533
-0.6,0.075,0.0004178755
-0.6,0.05,0.0001297629
-0.6,0.025,2.3962798285E-005
-0.6,0,0
-0.6,-0.025,-1.427846783E-006
-0.6,-0.05,-4.34413574E-007
-0.6,-0.075,-0.00000007
-0.6,-0.1,-6.924433E-009
-0.6,-0.125,-4.36409E-010
-0.6,-0.15,-1.7879E-011
-0.6,-0.175,-4.06E-013
-0.6,-0.2,0
-0.6,-0.225,0
-0.6,-0.25,0
-0.65,1,0.0025711009
-0.65,0.975,0.0025710981
-0.65,0.95,0.0025710941
-0.65,0.925,0.0025710881
-0.65,0.9,0.0025710793
-0.65,0.875,0.0025710665
-0.65,0.85,0.0025710475
-0.65,0.825,0.0025710195
-0.65,0.8,0.0025709784
-0.65,0.775,0.0025709178
-0.65,0.75,0.0025708288
-0.65,0.725,0.0025706977
-0.65,0.7,0.0025705049
-0.65,0.675,0.0025702212
-0.65,0.65,0.0025698037
-0.65,0.625,0.0025691896
-0.65,0.6,0.0025682862
-0.65,0.575,0.0025669575
-0.65,0.55,0.0025650038
-0.65,0.525,0.0025621321
-0.65,0.5,0.0025579132
-0.65,0.475,0.00255172
-0.65,0.45,0.0025426387
-0.65,0.425,0.0025293445
-0.65,0.4,0.0025099306
-0.65,0.375,0.0024816811
-0.65,0.35,0.0024407895
-0.65,0.325,0.0023820568
-0.65,0.3,0.002298611
-0.65,0.275,0.002181881
-0.65,0.25,0.0020225266
-0.65,0.225,0.0018120792
-0.65,0.2,0.0015469527
-0.65,0.175,0.0012341382
-0.65,0.15,0.0008967147
-0.65,0.125,0.0005738797
-0.65,0.1,0.000309825
-0.65,0.075,0.0001331861
-0.65,0.05,4.169789797E-005
-0.65,0.025,7.738373357E-006
-0.65,0,0
-0.65,-0.025,-0.00000046
-0.65,-0.05,-1.38866242E-007
-0.65,-0.075,-2.2099209E-008
-0.65,-0.1,-2.153407E-009
-0.65,-0.125,-1.331E-010
-0.65,-0.15,-5.103E-012
-0.65,-0.175,0
-0.65,-0.2,0
-0.65,-0.225,0
-0.65,-0.25,0
-0.7,1,0.0006653113
-0.7,0.975,0.0006653107
-0.7,0.95,0.0006653097
-0.7,0.925,0.0006653082
-0.7,0.9,0.0006653061
-0.7,0.875,0.0006653029
-0.7,0.85,0.0006652982
-0.7,0.825,0.0006652913
-0.7,0.8,0.0006652812
-0.7,0.775,0.0006652663
-0.7,0.75,0.0006652444
-0.7,0.725,0.0006652122
-0.7,0.7,0.0006651648
-0.7,0.675,0.0006650951
-0.7,0.65,0.0006649925
-0.7,0.625,0.0006648415
-0.7,0.6,0.0006646194
-0.7,0.575,0.0006642928
-0.7,0.55,0.0006638125
-0.7,0.525,0.0006631065
-0.7,0.5,0.0006620692
-0.7,0.475,0.0006605461
-0.7,0.45,0.0006583123
-0.7,0.425,0.0006550411
-0.7,0.4,0.0006731393
-0.7,0.375,0.0006660489
-0.7,0.35,0.0006557719
-0.7,0.325,0.0006409805
-0.7,0.3,0.0006199103
-0.7,0.275,0.000590327
-0.7,0.25,0.0005496929
-0.7,0.225,0.0004956112
-0.7,0.2,0.0004267401
-0.7,0.175,0.0003443152
-0.7,0.15,0.0002537768
-0.7,0.125,0.0001652235
-0.7,0.1,9.0944938705E-005
-0.7,0.075,3.989787893E-005
-0.7,0.05,1.2739168852E-005
-0.7,0.025,2.405386144E-006
-0.7,0,0
-0.7,-0.025,-1.46206898E-007
-0.7,-0.05,-4.4302588E-008
-0.7,-0.075,-0.000000007
-0.7,-0.1,-6.81648E-010
-0.7,-0.125,-4.1539E-011
-0.7,-0.15,-1.501E-012
-0.7,-0.175,0
-0.7,-0.2,0
-0.7,-0.225,0
-0.7,-0.25,0
-0.75,1,0.0001998292
-0.75,0.975,0.0001998291
-0.75,0.95,0.0001998288
-0.75,0.925,0.0001998284
-0.75,0.9,0.0001998278
-0.75,0.875,0.0001998269
-0.75,0.85,0.0001998257
-0.75,0.825,0.0001998238
-0.75,0.8,0.000199821
-0.75,0.775,0.000199817
-0.75,0.75,0.000199811
-0.75,0.725,0.0001998022
-0.75,0.7,0.0001997893
-0.75,0.675,0.0001997703
-0.75,0.65,0.0001997423
-0.75,0.625,0.0001997011
-0.75,0.6,0.0001996405
-0.75,0.575,0.0001995514
-0.75,0.55,0.0001994204
-0.75,0.525,0.0001992278
-0.75,0.5,0.0001989447
-0.75,0.475,0.000198529
-0.75,0.45,0.0001979191
-0.75,0.425,0.0001970255
-0.75,0.4,0.0001957189
-0.75,0.375,0.0001938141
-0.75,0.35,0.0001910494
-0.75,0.325,0.0001870622
-0.75,0.3,0.0001813658
-0.75,0.275,0.0001733381
-0.75,0.25,0.0001622394
-0.75,0.225,0.0001473411
-0.75,0.2,0.000128145
-0.75,0.175,0.0001048026
-0.75,0.15,7.86208184E-005
-0.75,0.125,5.23296328E-005
-0.75,0.1,0.000029569
-0.75,0.075,1.33572496E-005
-0.75,0.05,4.3971712E-006
-0.75,0.025,8.552528E-007
-0.75,0,0
-0.75,-0.025,-5.45784E-008
-0.75,-0.05,-1.68112E-008
-0.75,-0.075,-2.6992E-009
-0.75,-0.1,-2.624E-010
-0.75,-0.125,-1.6E-011
-0.75,-0.15,-8E-013
-0.75,-0.175,0
-0.75,-0.2,0
-0.75,-0.225,0
-0.75,-0.25,0
-0.8,1,7.1752198448E-005
-0.8,0.975,7.1752136683E-005
-0.8,0.95,0.000071752
-0.8,0.925,7.1751917516E-005
-0.8,0.9,7.175172425E-005
-0.8,0.875,7.1751439333E-005
-0.8,0.85,0.000071751
-0.8,0.825,7.1750407255E-005
-0.8,0.8,7.1749502692E-005
-0.8,0.775,7.1748169757E-005
-0.8,0.75,7.17462112E-005
-0.8,0.725,7.1743328156E-005
-0.8,0.7,7.1739086275E-005
-0.8,0.675,7.1732845988E-005
-0.8,0.65,7.1723662885E-005
-0.8,0.625,7.1710152226E-005
-0.8,0.6,7.1690275757E-005
-0.8,0.575,0.000071661
-0.8,0.55,0.000071618
-0.8,0.525,7.1554824478E-005
-0.8,0.5,7.1461913544E-005
-0.8,0.475,7.1325438156E-005
-0.8,0.45,7.1125141293E-005
-0.8,0.425,7.0831546965E-005
-0.8,0.4,0.000070402
-0.8,0.375,6.9775179209E-005
-0.8,0.35,6.8864159126E-005
-0.8,0.325,6.7547701723E-005
-0.8,0.3,6.5661439603E-005
-0.8,0.275,0.000062992
-0.8,0.25,5.9280893961E-005
-0.8,0.225,0.000054253
-0.8,0.2,4.7696600791E-005
-0.8,0.175,3.9590584016E-005
-0.8,0.15,3.0293598974E-005
-0.8,0.125,2.0683840484E-005
-0.8,0.1,1.2060117018E-005
-0.8,0.075,5.651211146E-006
-0.8,0.05,1.936740301E-006
-0.8,0.025,3.92624011E-007
-0.8,0,0
-0.8,-0.025,-0.000000027
-0.8,-0.05,-8.579398E-009
-0.8,-0.075,-1.41064E-009
-0.8,-0.1,-1.3947E-010
-0.8,-0.125,-7.97E-012
-0.8,-0.15,0
-0.8,-0.175,0
-0.8,-0.2,0
-0.8,-0.225,0
-0.8,-0.25,0
-0.85,1,2.7670097797E-005
-0.85,0.975,2.7670077578E-005
-0.85,0.95,0.00002767
-0.85,0.925,0.00002767
-0.85,0.9,2.7669929308E-005
-0.85,0.875,2.7669834954E-005
-0.85,0.85,2.7669686683E-005
-0.85,0.825,2.7669471017E-005
-0.85,0.8,2.7669154257E-005
-0.85,0.775,2.7668689226E-005
-0.85,0.75,0.000027668
-0.85,0.725,0.000027667
-0.85,0.7,2.7665508148E-005
-0.85,0.675,2.7663331266E-005
-0.85,0.65,2.766011649E-005
-0.85,0.625,2.7655392049E-005
-0.85,0.6,2.764843681E-005
-0.85,0.575,2.7638212878E-005
-0.85,0.55,2.7623170152E-005
-0.85,0.525,2.7601050874E-005
-0.85,0.5,2.7568545915E-005
-0.85,0.475,2.7520782562E-005
-0.85,0.45,2.7450664047E-005
-0.85,0.425,2.7347845125E-005
-0.85,0.4,2.7197316767E-005
-0.85,0.375,2.6977471903E-005
-0.85,0.35,2.6657530905E-005
-0.85,0.325,2.6194313329E-005
-0.85,0.3,2.552875356E-005
-0.85,0.275,0.000024583
-0.85,0.25,2.3260840146E-005
-0.85,0.225,2.1454445935E-005
-0.85,0.2,0.00001907
-0.85,0.175,0.000016073
-0.85,0.15,1.2557124808E-005
-0.85,0.125,8.812314896E-006
-0.85,0.1,5.320272661E-006
-0.85,0.075,2.600268706E-006
-0.85,0.05,9.35162899E-007
-0.85,0.025,1.99686802E-007
-0.85,0,0
-0.85,-0.025,-1.5231434E-008
-0.85,-0.05,-5.05468E-009
-0.85,-0.075,-8.62665E-010
-0.85,-0.1,-8.7614E-011
-0.85,-0.125,-6.74E-012
-0.85,-0.15,0
-0.85,-0.175,0
-0.85,-0.2,0
-0.85,-0.225,0
-0.85,-0.25,0
-0.9,1,9.458248596E-006
-0.9,0.975,9.458248596E-006
-0.9,0.95,9.458248596E-006
-0.9,0.925,9.458222958E-006
-0.9,0.9,9.45819732E-006
-0.9,0.875,9.458171681E-006
-0.9,0.85,9.458120405E-006
-0.9,0.825,9.458069128E-006
-0.9,0.8,0.000009458
-0.9,0.775,9.457812745E-006
-0.9,0.75,9.457607639E-006
-0.9,0.725,9.45729998E-006
-0.9,0.7,9.45683849E-006
-0.9,0.675,9.456171895E-006
-0.9,0.65,9.455172001E-006
-0.9,0.625,9.453710618E-006
-0.9,0.6,9.45158264E-006
-0.9,0.575,9.44842913E-006
-0.9,0.55,9.443788599E-006
-0.9,0.525,0.000009437
-0.9,0.5,9.42694424E-006
-0.9,0.475,9.412202221E-006
-0.9,0.45,9.390563501E-006
-0.9,0.425,9.358823293E-006
-0.9,0.4,9.312315428E-006
-0.9,0.375,9.244348311E-006
-0.9,0.35,9.145333221E-006
-0.9,0.325,9.001707499E-006
-0.9,0.3,8.79478083E-006
-0.9,0.275,8.49965843E-006
-0.9,0.25,8.08477956E-006
-0.9,0.225,7.513712205E-006
-0.9,0.2,6.75089605E-006
-0.9,0.175,5.776743439E-006
-0.9,0.15,4.60843203E-006
-0.9,0.125,3.326337873E-006
-0.9,0.1,2.083060093E-006
-0.9,0.075,1.065630043E-006
-0.9,0.05,4.04572276E-007
-0.9,0.025,9.1785092E-008
-0.9,0,0
-0.9,-0.025,-7.947871E-009
-0.9,-0.05,-2.794574E-009
-0.9,-0.075,-5.12766E-010
-0.9,-0.1,-5.1277E-011
-0.9,-0.125,0
-0.9,-0.15,0
-0.9,-0.175,0
-0.9,-0.2,0
-0.9,-0.225,0
-0.9,-0.25,0
-0.95,1,2.62851179E-006
-0.95,0.975,2.62851179E-006
-0.95,0.95,2.628410914E-006
-0.95,0.925,2.628410914E-006
-0.95,0.9,2.628410914E-006
-0.95,0.875,2.628410914E-006
-0.95,0.85,2.628410914E-006
-0.95,0.825,2.628410914E-006
-0.95,0.8,2.628410914E-006
-0.95,0.775,2.628310039E-006
-0.95,0.75,2.628310039E-006
-0.95,0.725,2.628209163E-006
-0.95,0.7,2.628108288E-006
-0.95,0.675,2.627906537E-006
-0.95,0.65,2.627704786E-006
-0.95,0.625,2.627301284E-006
-0.95,0.6,2.626796907E-006
-0.95,0.575,0.000002626
-0.95,0.55,2.624880273E-006
-0.95,0.525,2.623165391E-006
-0.95,0.5,2.620643504E-006
-0.95,0.475,2.616911112E-006
-0.95,0.45,2.611564713E-006
-0.95,0.425,2.603595552E-006
-0.95,0.4,0.000002592
-0.95,0.375,2.574946922E-006
-0.95,0.35,2.55013156E-006
-0.95,0.325,2.514119021E-006
-0.95,0.3,2.462067285E-006
-0.95,0.275,2.387520322E-006
-0.95,0.25,2.282206345E-006
-0.95,0.225,2.136138683E-006
-0.95,0.2,1.939128915E-006
-0.95,0.175,1.683611382E-006
-0.95,0.15,1.370695713E-006
-0.95,0.125,1.017228111E-006
-0.95,0.1,6.60935996E-007
-0.95,0.075,3.54476357E-007
-0.95,0.05,1.42637897E-007
-0.95,0.025,3.4600282E-008
-0.95,0,0
-0.95,-0.025,-3.530641E-009
-0.95,-0.05,-1.311381E-009
-0.95,-0.075,-3.02626E-010
-0.95,-0.1,0
-0.95,-0.125,0
-0.95,-0.15,0
-0.95,-0.175,0
-0.95,-0.2,0
-0.95,-0.225,0
-0.95,-0.25,0
-1,1,5.777772E-007
-1,0.975,5.777772E-007
-1,0.95,5.777772E-007
-1,0.925,5.777772E-007
-1,0.9,5.777772E-007
-1,0.875,5.777772E-007
-1,0.85,5.777772E-007
-1,0.825,5.777772E-007
-1,0.8,5.777772E-007
-1,0.775,5.777772E-007
-1,0.75,5.777772E-007
-1,0.725,5.777772E-007
-1,0.7,5.777772E-007
-1,0.675,5.777772E-007
-1,0.65,5.777772E-007
-1,0.625,5.777772E-007
-1,0.6,5.777772E-007
-1,0.575,5.773768E-007
-1,0.55,5.773768E-007
-1,0.525,0.000000577
-1,0.5,5.76576E-007
-1,0.475,5.757752E-007
-1,0.45,5.74574E-007
-1,0.425,0.000000573
-1,0.4,5.7057E-007
-1,0.375,5.673668E-007
-1,0.35,5.62562E-007
-1,0.325,5.553548E-007
-1,0.3,5.449444E-007
-1,0.275,5.301296E-007
-1,0.25,5.089084E-007
-1,0.225,4.796792E-007
-1,0.2,4.396392E-007
-1,0.175,3.867864E-007
-1,0.15,3.211208E-007
-1,0.125,2.446444E-007
-1,0.1,0.000000165
-1,0.075,9.24924E-008
-1,0.05,3.96396E-008
-1,0.025,1.04104E-008
-1,0,0
-1,-0.025,-1.2012E-009
-1,-0.05,-4.004E-010
-1,-0.075,0
-1,-0.1,0
-1,-0.125,0
-1,-0.15,0
-1,-0.175,0
-1,-0.2,0
-1,-0.225,0
-1,-0.25,0
